monkey_id,body,face
9449,"(0, 1039, 3093, 4900)","(1316, 1031, 2474, 2252)"
9450,"(0, 595, 3648, 5472)","(1420, 634, 2926, 2331)"
9451,"(0, 436, 3648, 5472)","(1063, 428, 2490, 2157)"
9452,"(0, 111, 3648, 5472)","(1007, 159, 2577, 1847)"
9453,"(87, 174, 3648, 5472)","(1142, 166, 2776, 1942)"
9454,"(0, 0, 3418, 5472)","(0, 0, 1626, 1411)"
9455,"(389, 174, 3648, 5472)","(452, 166, 1856, 1665)"
9456,"(595, 468, 3386, 5472)","(777, 492, 2538, 1871)"
9457,"(0, 262, 2799, 5472)","(1182, 309, 2569, 1744)"
9458,"(2078, 618, 3561, 5296)","(2308, 603, 2720, 1261)"
9459,"(127, 293, 2990, 5472)","(1269, 301, 2633, 1808)"
9460,"(0, 737, 3648, 5472)",
9461,"(0, 381, 2736, 5472)","(1316, 381, 2673, 1831)"
9462,"(0, 920, 3513, 5472)",
9463,"(238, 373, 2482, 5472)","(1055, 396, 2419, 1855)"
9464,"(0, 349, 3259, 5472)",
9465,"(928, 1332, 2792, 5472)","(1118, 1332, 2538, 2601)"
9466,"(960, 1118, 2879, 5472)","(1134, 1142, 2554, 2410)"
9467,"(674, 293, 2585, 5472)","(801, 325, 1919, 1800)"
9468,"(2895, 1189, 3648, 2053)","(3101, 1197, 3648, 1927)"
9469,,"(3164, 888, 3521, 1237)"
9470,"(841, 539, 2776, 5472)","(849, 539, 1705, 1895)"
9471,"(2950, 1094, 3648, 2133)","(3053, 1118, 3648, 1871)"
9472,,"(3172, 801, 3553, 1173)"
9473,"(412, 1086, 2839, 5472)","(825, 1086, 1864, 2339)"
9474,"(2776, 1118, 3648, 1998)","(2863, 1126, 3513, 1752)"
9475,"(611, 499, 2673, 5399)","(658, 531, 1911, 1927)"
9476,,"(2871, 658, 3624, 1443)"
9477,"(555, 0, 3188, 5472)","(793, 0, 2284, 1538)"
9478,"(3021, 1269, 3648, 2180)","(3125, 1261, 3648, 2046)"
9479,"(494, 430, 3206, 3638)","(1570, 488, 2629, 1666)"
9480,"(2439, 750, 4972, 3648)","(3521, 857, 4556, 2034)"
9481,"(178, 428, 2903, 3648)","(1261, 440, 2272, 1582)"
9482,"(2260, 631, 4794, 3648)","(3355, 714, 4401, 1939)"
9483,"(404, 202, 3414, 3648)","(1261, 262, 2308, 1321)"
9484,"(2248, 571, 4770, 3648)","(3557, 631, 4711, 1820)"
9485,"(2712, 226, 4972, 3648)","(2831, 274, 3438, 1475)"
9486,"(369, 583, 3045, 3648)","(1844, 595, 2962, 1951)"
9487,"(2403, 0, 4937, 3648)","(2593, 0, 3200, 1190)"
9488,"(0, 226, 2998, 3648)","(1523, 238, 2712, 1797)"
9489,"(2569, 0, 4889, 1547)",
9490,"(464, 0, 4853, 3331)","(3283, 1559, 4830, 3308)"
9491,"(0, 0, 987, 535)",
9492,"(2415, 0, 4818, 1999)",
9493,"(262, 262, 4544, 3534)","(2629, 1999, 4556, 3510)"
9494,"(0, 0, 987, 857)",
9495,"(2272, 0, 4651, 2023)",
9496,"(214, 297, 4568, 3648)","(2784, 2142, 4556, 3629)"
9497,"(0, 0, 809, 916)",
9498,"(674, 103, 3188, 3378)","(785, 301, 1983, 1720)"
9499,"(0, 1831, 3077, 5035)","(1459, 3592, 3077, 5027)"
9500,"(397, 135, 3172, 3409)","(571, 373, 1753, 1839)"
9501,"(0, 1895, 3101, 5264)","(1420, 3734, 3093, 5257)"
9502,"(0, 0, 3133, 5472)","(1015, 0, 3077, 1602)"
9503,"(785, 1031, 2768, 3021)","(1943, 1039, 2712, 1784)"
9504,"(849, 2061, 2792, 4369)","(1737, 2077, 2427, 2823)"
9505,"(871, 1152, 2604, 3030)","(1784, 1144, 2510, 1861)"
9506,"(307, 2441, 2613, 4456)","(1759, 2424, 2467, 3209)"
9507,"(650, 1173, 2736, 3861)","(1467, 1181, 2252, 1990)"
9508,"(944, 2339, 2847, 5146)","(1531, 2680, 2419, 3647)"
9509,"(515, 143, 3283, 5472)","(745, 848, 1975, 1562)"
9510,"(619, 698, 3021, 5472)","(1332, 753, 2546, 1744)"
9511,"(389, 951, 2752, 5472)","(1055, 983, 2308, 2030)"
9512,"(864, 603, 2768, 5472)","(1348, 626, 2260, 1570)"
9513,"(1190, 737, 2776, 5472)","(1197, 729, 2062, 1530)"
9514,"(2998, 48, 5246, 3648)","(3259, 59, 4461, 1249)"
9515,"(0, 821, 2677, 3648)","(1558, 821, 2569, 2023)"
9516,"(2926, 36, 5234, 3648)","(2974, 48, 4187, 1237)"
9517,"(0, 750, 2700, 3648)","(1570, 821, 2510, 2011)"
9518,"(246, 1062, 2546, 4210)","(1459, 1054, 2490, 1958)"
9519,"(0, 1403, 3307, 5472)","(864, 1435, 2197, 2973)"
9520,"(3021, 714, 5472, 3648)","(3057, 940, 3783, 2082)"
9521,"(0, 143, 3581, 3648)","(726, 214, 1820, 1273)"
9522,"(238, 634, 2950, 4234)","(1412, 650, 2506, 1831)"
9523,"(872, 729, 3077, 4162)","(983, 745, 2141, 1950)"
9524,"(666, 436, 2633, 4194)","(1007, 420, 2181, 1594)"
9525,"(833, 666, 2776, 4377)","(1055, 682, 2213, 1903)"
9526,"(761, 1047, 2641, 4844)","(896, 1102, 1943, 2260)"
9527,"(1150, 904, 3228, 4678)","(1539, 951, 2601, 2204)"
9528,"(630, 0, 5472, 3648)","(3497, 1154, 4580, 2296)"
9529,"(2070, 167, 4080, 2665)","(2010, 321, 2903, 1487)"
9530,"(547, 1642, 4104, 3648)","(2629, 2368, 4056, 3605)"
9531,"(1546, 416, 3152, 3165)","(1725, 464, 2581, 1404)"
9532,"(1891, 190, 3557, 3093)","(2106, 214, 3045, 1214)"
9533,"(333, 0, 2871, 5472)","(460, 166, 1991, 2006)"
9534,"(0, 1800, 3204, 5407)","(1602, 3029, 3196, 5098)"
9535,"(452, 95, 2903, 5472)","(452, 325, 2070, 2149)"
9536,"(0, 1768, 3251, 5472)","(1610, 2997, 3251, 5090)"
9537,"(389, 0, 2665, 5472)","(634, 40, 2236, 1839)"
9538,"(0, 1498, 3331, 4924)","(1546, 3005, 3307, 4892)"
9539,"(365, 103, 2823, 3393)","(476, 301, 2062, 2117)"
9540,"(0, 1816, 3442, 5472)","(1689, 3282, 3450, 5138)"
9541,"(1427, 0, 2950, 3171)","(1634, 0, 2966, 1927)"
9542,"(0, 1768, 2831, 5472)","(468, 3219, 2696, 5193)"
9543,"(690, 238, 2625, 5472)","(968, 230, 2347, 1530)"
9544,"(1844, 1214, 5222, 3648)","(2724, 1321, 3914, 2498)"
9545,"(0, 0, 2308, 3248)","(595, 0, 1832, 1130)"
9546,"(2201, 0, 5389, 3648)","(4723, 0, 5341, 952)"
9547,"(0, 238, 3783, 3648)","(1891, 250, 3176, 1868)"
9548,"(2177, 0, 4342, 3648)","(2903, 0, 3842, 571)"
9549,"(0, 476, 3414, 3648)","(1737, 488, 2903, 1915)"
9550,"(151, 1197, 2189, 5472)","(849, 1237, 1864, 2307)"
9551,"(1729, 991, 3156, 4440)","(2189, 1023, 3093, 1942)"
9552,"(0, 1229, 1824, 5472)","(761, 1253, 1848, 2299)"
9553,"(1507, 1054, 3133, 4472)","(2189, 1062, 3101, 1990)"
9554,"(56, 1419, 2149, 5472)","(1039, 1427, 2054, 2608)"
9555,"(1840, 1276, 3648, 4448)","(2538, 1292, 3458, 2307)"
9556,"(0, 1316, 1991, 5272)","(1047, 1475, 1967, 2672)"
9557,"(690, 1023, 3648, 4392)","(2403, 1062, 3378, 2069)"
9558,"(0, 1086, 1895, 5138)","(833, 1356, 1880, 2505)"
9559,"(492, 872, 3513, 4273)","(2094, 904, 3053, 1942)"
9560,"(0, 737, 2157, 4844)","(1047, 1110, 2149, 2212)"
9561,"(809, 729, 3648, 3988)","(2577, 729, 3521, 1776)"
9562,"(0, 690, 2205, 4654)","(1213, 1031, 2181, 2196)"
9563,"(841, 761, 3648, 3869)","(2982, 777, 3648, 1879)"
9564,"(0, 1364, 2276, 5042)","(1197, 1633, 2252, 2846)"
9565,"(611, 1070, 3648, 4400)","(2236, 1078, 3180, 2141)"
9566,"(0, 1245, 2339, 4900)","(1237, 1792, 2308, 2886)"
9567,"(650, 975, 3648, 4226)","(2300, 983, 3228, 2046)"
9568,"(0, 1491, 2435, 4995)","(1467, 2141, 2435, 3163)"
9569,"(595, 1181, 3648, 4432)","(2165, 1197, 3156, 2236)"
9570,"(547, 381, 2700, 3648)","(1606, 654, 2677, 1904)"
9571,"(1416, 452, 4461, 3648)","(2879, 488, 3926, 1523)"
9572,"(1023, 309, 3236, 3648)","(2046, 535, 3200, 1761)"
9573,"(1891, 333, 4960, 3498)","(3295, 357, 4401, 1428)"
9574,"(1178, 892, 3711, 3648)","(2581, 1344, 3676, 2522)"
9575,"(2320, 987, 5222, 3648)","(3949, 1035, 4984, 2153)"
9576,"(254, 0, 3648, 3798)","(2585, 381, 3648, 1847)"
9577,"(1681, 2870, 3648, 5472)","(2530, 3227, 3648, 4377)"
9578,"(0, 0, 2308, 2957)",
9579,"(167, 1879, 2197, 5472)","(745, 1911, 1824, 2862)"
9580,"(0, 0, 2221, 5472)","(436, 365, 1610, 1752)"
9581,"(1451, 801, 3648, 5472)","(1998, 809, 3061, 1982)"
9582,"(508, 2886, 3648, 5472)",
9583,"(595, 460, 3291, 5042)","(1919, 460, 2990, 1665)"
9584,"(1277, 1276, 2839, 5209)","(1872, 1284, 2807, 2299)"
9585,"(230, 1491, 2102, 5472)","(571, 1498, 1372, 2006)"
9586,"(849, 959, 2601, 4694)","(1586, 975, 2585, 2117)"
9587,"(0, 1110, 2189, 5082)","(492, 1126, 1443, 1990)"
9588,"(856, 1118, 3014, 5161)","(1872, 1165, 2807, 2204)"
9589,"(0, 1078, 2252, 5472)","(523, 1126, 1507, 2014)"
9590,"(1237, 888, 3608, 4939)","(2451, 936, 3291, 1776)"
9591,"(32, 888, 3458, 5472)","(389, 920, 1539, 2053)"
9592,"(1071, 920, 3315, 4051)","(1967, 951, 2950, 2093)"
9593,"(56, 135, 2585, 5472)","(63, 1078, 1150, 2260)"
9594,"(1324, 1403, 3474, 5472)","(2324, 1443, 3133, 2458)"
9595,"(301, 610, 2744, 5472)","(404, 1237, 1634, 2418)"
9596,"(0, 1165, 2332, 4583)","(555, 1213, 1650, 2513)"
9597,"(975, 1102, 3077, 4051)","(1650, 1118, 2784, 2196)"
9598,"(0, 769, 2173, 4194)","(341, 785, 1539, 2085)"
9599,"(825, 634, 2934, 3687)","(1499, 682, 2665, 1713)"
9600,"(0, 817, 2403, 4059)","(761, 864, 1729, 2109)"
9601,"(952, 547, 3061, 3568)","(1713, 587, 2768, 1625)"
9602,"(246, 174, 3648, 5472)","(1824, 159, 3561, 1720)"
9603,"(0, 1086, 2720, 5472)","(293, 1118, 1832, 3037)"
9604,"(1657, 745, 3355, 4836)","(1673, 801, 2895, 2394)"
9605,"(0, 317, 2181, 5472)","(270, 317, 1840, 1903)"
9606,"(1665, 698, 3283, 4717)","(1864, 761, 2903, 2363)"
9607,"(0, 103, 2221, 5472)","(484, 119, 2054, 1673)"
9608,"(1063, 1316, 3378, 4694)","(2284, 1483, 3180, 2862)"
9609,"(0, 523, 2355, 5272)","(48, 579, 1348, 1903)"
9610,"(983, 1340, 3569, 4749)","(2427, 1665, 3323, 2934)"
9611,"(0, 745, 2752, 5272)","(428, 801, 1650, 2101)"
9612,"(960, 1316, 3537, 4583)","(2228, 1506, 3204, 2854)"
9613,"(0, 658, 2538, 5122)","(500, 714, 1737, 2069)"
9614,"(2058, 654, 4711, 3648)","(3152, 738, 4318, 2213)"
9615,"(0, 119, 3545, 3648)","(1071, 119, 2486, 1618)"
9616,"(1844, 333, 4842, 3648)","(3307, 642, 4580, 2261)"
9617,"(0, 0, 3521, 3648)","(1261, 0, 2688, 1475)"
9618,"(2141, 321, 5103, 3648)","(3664, 714, 4853, 2332)"
9619,"(0, 0, 3700, 3648)","(1213, 0, 2712, 1368)"
9620,"(1182, 1173, 3648, 4313)","(2451, 1435, 3426, 2838)"
9621,"(246, 492, 2673, 4971)","(309, 547, 1475, 1847)"
9622,"(1939, 631, 4806, 3648)","(3462, 1023, 4580, 2546)"
9623,"(0, 0, 3711, 3648)","(1142, 0, 2474, 1428)"
9624,"(1927, 393, 5472, 3648)","(4378, 928, 5472, 2130)"
9625,"(0, 0, 3973, 3648)","(1166, 0, 2558, 1202)"
9626,"(1578, 2164, 3648, 4321)",
9627,"(0, 856, 2950, 5177)","(1007, 896, 2236, 2442)"
9628,"(1320, 369, 4996, 3648)","(1380, 1047, 2760, 2558)"
9629,"(1285, 107, 3866, 3296)","(2760, 83, 3735, 833)"
9630,"(1844, 1725, 4580, 3593)","(1891, 2427, 3033, 3545)"
9631,"(2058, 71, 3830, 2498)","(2165, 83, 3176, 1011)"
9632,"(1380, 1451, 4425, 3557)","(2094, 2249, 3521, 3557)"
9633,"(1368, 59, 3866, 2427)","(2903, 214, 3854, 1309)"
9634,"(0, 856, 1642, 3322)","(975, 888, 1650, 1649)"
9635,"(1229, 2038, 3307, 4440)","(1237, 2894, 2165, 3750)"
9636,"(611, 468, 1626, 1713)","(650, 507, 1015, 1015)"
9637,"(690, 48, 3390, 3034)","(2296, 131, 3414, 1416)"
9638,"(2391, 71, 4175, 3545)","(2795, 2510, 3902, 3522)"
9639,"(0, 1070, 2221, 4139)","(1158, 1118, 2213, 2442)"
9640,"(1253, 864, 3085, 4567)","(1776, 3496, 2958, 4551)"
9641,"(0, 1134, 2205, 4281)","(1023, 1134, 2165, 2442)"
9642,"(1134, 1023, 3077, 4765)","(1673, 3607, 2887, 4757)"
9643,"(0, 991, 2443, 4131)","(1301, 1070, 2403, 2474)"
9644,"(1285, 761, 3291, 4686)","(1864, 3504, 3109, 4662)"
9645,"(0, 1364, 2538, 4424)","(1332, 1372, 2490, 2759)"
9646,"(1190, 1078, 3228, 5011)","(1895, 3829, 3133, 4979)"
9647,"(872, 349, 3648, 4337)","(1253, 396, 2776, 1855)"
9648,"(95, 721, 1840, 5472)","(397, 777, 1134, 2046)"
9649,"(1031, 365, 3648, 4210)","(1562, 365, 3140, 1958)"
9650,"(539, 499, 2006, 5472)","(619, 547, 1642, 1831)"
9651,"(1174, 468, 3648, 4075)","(1546, 460, 3093, 2164)"
9652,"(460, 333, 1975, 5233)","(603, 381, 1531, 1689)"
9653,"(1324, 706, 3648, 4123)","(1689, 721, 3093, 2402)"
9654,"(404, 499, 1943, 5257)","(714, 539, 1531, 1776)"
9655,"(182, 143, 2538, 3441)","(769, 579, 1998, 1879)"
9656,"(896, 1459, 3140, 5161)","(1776, 2719, 2895, 3750)"
9657,"(317, 246, 2244, 3655)","(999, 610, 2221, 1919)"
9658,"(1094, 1641, 3299, 5447)","(1895, 2934, 3069, 3964)"
9659,"(238, 79, 2474, 3457)","(1031, 412, 2181, 1800)"
9660,"(1007, 1530, 3204, 5272)","(1642, 2830, 2958, 3790)"
9661,"(262, 206, 2490, 3655)","(1023, 610, 2213, 1942)"
9662,"(983, 1705, 3251, 5439)","(1737, 3084, 2926, 4004)"
9663,"(1007, 991, 2474, 4575)","(1086, 1039, 1840, 1316)"
9664,"(1761, 1229, 3117, 4186)","(1792, 1245, 2744, 2164)"
9665,"(1388, 1720, 2221, 4059)","(1427, 2133, 1792, 2965)"
9666,"(1523, 1760, 3109, 5082)","(1570, 1792, 2482, 2759)"
9667,"(1499, 333, 3152, 3617)","(1606, 345, 2712, 1475)"
9668,"(2177, 535, 4830, 3648)","(2938, 571, 3985, 1594)"
9669,"(1253, 246, 3648, 5320)","(1356, 254, 2966, 1800)"
9670,"(0, 1641, 2641, 4924)","(833, 1681, 1998, 2823)"
9671,,"(1562, 3108, 1998, 3711)"
9672,,"(793, 1403, 1427, 2038)"
9673,"(997, 450, 3648, 5472)","(1015, 468, 2633, 1990)"
9674,"(381, 1895, 2562, 5153)","(769, 1903, 1848, 3116)"
9675,,"(1451, 3203, 1816, 3901)"
9676,"(325, 1752, 825, 2775)",
9677,"(745, 103, 3648, 5472)","(769, 87, 2601, 1863)"
9678,"(309, 1657, 2466, 5312)","(381, 1681, 1546, 2624)"
9679,,"(1047, 2973, 1650, 3925)"
9680,"(571, 174, 3648, 5360)","(587, 166, 2292, 2157)"
9681,"(254, 1427, 2593, 5066)","(325, 1443, 1499, 2418)"
9682,,"(1094, 2648, 1673, 3655)"
9683,"(341, 135, 3648, 5336)","(373, 135, 2221, 2061)"
9684,"(317, 1475, 2562, 5035)","(325, 1506, 1507, 2323)"
9685,,"(1150, 2672, 1721, 3600)"
9686,"(1459, 0, 3648, 5472)","(1475, 0, 3648, 2260)"
9687,"(428, 1641, 2102, 5472)","(444, 1633, 1721, 3322)"
9688,,"(1816, 3925, 2641, 5114)"
9689,"(2879, 523, 4758, 3141)","(3426, 547, 4211, 1392)"
9690,"(2998, 1511, 3807, 2855)","(3224, 1499, 3759, 2011)"
9691,"(2153, 309, 4663, 3648)","(3176, 357, 4235, 1416)"
9692,"(1071, 1071, 2260, 3648)","(1130, 1095, 1772, 1999)"
9693,"(1416, 500, 4330, 3648)","(2605, 559, 3783, 1701)"
9694,"(559, 1106, 2213, 3648)","(726, 1178, 1653, 2261)"
9695,"(1439, 405, 3295, 3153)","(2201, 416, 3069, 1333)"
9696,"(159, 769, 3370, 5344)","(674, 793, 1880, 1879)"
9697,"(2078, 2505, 3220, 4678)","(2102, 2490, 2958, 3219)"
9698,"(159, 1110, 3418, 5472)","(777, 1118, 1832, 2061)"
9699,"(1935, 2593, 3259, 5074)","(2268, 2624, 3014, 3362)"
9700,"(246, 920, 2458, 5472)","(460, 928, 1848, 2109)"
9701,"(2165, 2490, 3267, 5209)","(2189, 2505, 2863, 3330)"
9702,"(460, 967, 2657, 5472)","(856, 951, 1951, 1974)"
9703,"(2149, 1752, 3156, 4131)","(2149, 1768, 2847, 2426)"
9704,"(1225, 1880, 4651, 3648)","(1237, 2177, 2106, 3165)"
9705,"(1071, 416, 2629, 2748)","(1249, 452, 2022, 1368)"
9706,"(2926, 1428, 3652, 2284)","(2950, 1463, 3533, 2130)"
9707,"(1106, 1880, 4806, 3648)","(1106, 2106, 1856, 3153)"
9708,"(1594, 309, 2772, 2261)","(1915, 357, 2712, 1297)"
9709,"(2998, 1142, 3616, 2153)","(3045, 1178, 3355, 1689)"
9710,"(1142, 785, 4663, 3648)","(1201, 2094, 2153, 3022)"
9711,"(1475, 214, 2629, 2201)","(1963, 226, 2629, 1237)"
9712,"(2855, 1035, 3807, 2070)","(3140, 1118, 3783, 1844)"
9713,"(892, 1535, 4639, 3648)","(928, 1939, 1701, 3046)"
9714,"(1392, 167, 2593, 2046)","(1808, 190, 2534, 1190)"
9715,"(3307, 1083, 4294, 1975)","(3462, 1130, 4080, 1761)"
9716,"(2569, 821, 4401, 3648)","(2795, 845, 3259, 1154)"
9717,"(1142, 167, 2403, 2974)","(1689, 202, 2403, 1142)"
9718,"(1249, 1892, 3747, 3648)","(3033, 1939, 3676, 2844)"
9719,"(1249, 381, 2593, 2344)","(1856, 428, 2569, 1380)"
9720,"(1356, 1689, 3842, 3648)","(3093, 1689, 3759, 2617)"
9721,"(1463, 345, 2605, 2165)","(1927, 381, 2605, 1297)"
9722,"(1582, 1725, 3961, 3355)","(3271, 1725, 3937, 2665)"
9723,"(1546, 488, 2831, 2320)","(2153, 523, 2831, 1487)"
9724,"(0, 1285, 1190, 3648)","(0, 1237, 619, 1844)"
9725,"(619, 987, 1808, 2189)","(642, 1047, 1130, 1630)"
9726,"(1701, 1773, 4163, 3438)","(3450, 1808, 4092, 2677)"
9727,"(1701, 678, 2986, 2380)","(2320, 666, 2962, 1654)"
9728,"(0, 1142, 1344, 3648)","(178, 1951, 773, 2451)"
9729,"(702, 1249, 1880, 2249)","(833, 1297, 1404, 1904)"
9730,"(3581, 1820, 5472, 3522)",
9731,"(3545, 595, 5008, 2380)","(4033, 690, 4842, 1666)"
9732,"(1178, 714, 3366, 3426)","(2427, 845, 3057, 1475)"
9733,"(2653, 1047, 3926, 2094)","(3129, 1023, 3676, 1630)"
9734,"(3164, 2487, 5472, 3648)","(4960, 2510, 5472, 3331)"
9735,"(3117, 1321, 4413, 3308)","(3236, 1428, 4128, 2403)"
9736,"(2034, 1059, 3462, 3236)","(2831, 1095, 3390, 1725)"
9737,"(4663, 1773, 5365, 2796)","(4746, 1785, 5127, 2403)"
9738,"(999, 1523, 3937, 3648)","(3236, 1535, 3926, 2510)"
9739,"(1011, 452, 2534, 1999)","(1035, 714, 2058, 1725)"
9740,"(3378, 1249, 5032, 3081)","(3878, 1285, 4592, 1975)"
9741,"(964, 1487, 3842, 3648)","(3140, 1463, 3842, 2415)"
9742,"(940, 452, 2343, 1987)","(952, 619, 1868, 1737)"
9743,"(3414, 1202, 4972, 2974)","(3985, 1237, 4663, 1939)"
9744,"(1570, 1737, 4342, 3648)","(3700, 1725, 4330, 2832)"
9745,"(1523, 678, 2903, 2261)","(1523, 904, 2486, 1951)"
9746,"(3604, 1582, 5472, 3260)","(4187, 1654, 4960, 2391)"
9747,"(1031, 1713, 2688, 4424)","(1285, 1752, 2347, 2529)"
9748,"(71, 2331, 2657, 5472)","(1507, 2331, 2641, 3663)"
9749,"(1483, 1062, 3045, 5472)","(1546, 1054, 2625, 2632)"
9750,"(1412, 507, 3021, 5472)","(1507, 539, 2720, 2085)"
9751,"(1459, 396, 3180, 5472)","(1562, 436, 2601, 2069)"
9752,"(349, 1102, 2871, 4813)","(1015, 1086, 2221, 2521)"
9753,"(325, 1102, 2966, 4987)","(1713, 1356, 2990, 2735)"
9754,"(381, 1348, 3014, 5106)","(1800, 1554, 2958, 2862)"
9755,"(389, 1380, 2839, 5169)","(1602, 1427, 2823, 2767)"
9756,"(428, 1197, 2784, 5312)","(1348, 1165, 2538, 2537)"
9757,"(436, 1213, 2879, 5336)","(1618, 1229, 2823, 2585)"
9758,"(476, 1451, 3109, 5472)","(1023, 1451, 2260, 2688)"
9759,"(2677, 1547, 4711, 2951)",
9760,"(1309, 690, 3426, 3474)","(2391, 702, 3378, 1892)"
9761,"(2510, 1689, 4592, 3105)",
9762,"(1261, 821, 3426, 3486)","(2391, 845, 3378, 2023)"
9763,"(1229, 1047, 3481, 4408)","(2339, 1062, 3450, 2172)"
9764,"(317, 1578, 2974, 5472)","(563, 2046, 1927, 3330)"
9765,"(944, 182, 3259, 4131)","(2173, 595, 3228, 1641)"
9766,"(270, 1625, 3061, 5472)","(563, 1847, 1943, 3156)"
9767,,
9768,,
9769,"(1915, 1892, 3688, 3617)","(2665, 1868, 3569, 2701)"
9770,"(2308, 714, 4389, 2272)","(3319, 1499, 4330, 2249)"
9771,"(809, 131, 2665, 2748)","(1487, 428, 2415, 1475)"
9772,"(1630, 1808, 4271, 2820)","(3414, 1939, 4235, 2736)"
9773,"(2367, 1142, 4746, 2998)","(3533, 1880, 4734, 2998)"
9774,"(975, 0, 2903, 3165)","(1998, 0, 2903, 964)"
9775,"(2177, 1666, 3759, 3236)","(2807, 1678, 3581, 2427)"
9776,"(436, 365, 3632, 5472)","(468, 373, 2165, 2046)"
9777,"(1570, 155, 5258, 3260)","(1725, 143, 3010, 1285)"
9778,"(1249, 428, 4842, 3189)","(1392, 488, 2486, 1737)"
9779,"(1392, 440, 4009, 3648)","(2320, 488, 3509, 1547)"
9780,"(1998, 928, 4282, 3391)","(2641, 976, 3521, 1725)"
9781,"(833, 1975, 1344, 2558)",
9782,"(2082, 1142, 4306, 3355)","(2879, 1202, 3664, 2070)"
9783,"(952, 1975, 1499, 2510)",
9784,"(1225, 1333, 4282, 3534)","(1963, 1368, 2867, 2308)"
9785,"(381, 1951, 952, 2534)",
9786,"(975, 309, 4282, 3648)","(3152, 309, 4330, 1713)"
9787,"(2415, 535, 4996, 3648)","(3664, 523, 4937, 1820)"
9788,"(1927, 892, 4937, 3648)","(3735, 940, 4960, 2308)"
9789,"(999, 666, 4045, 3648)","(2795, 690, 4033, 2106)"
9790,"(0, 940, 3129, 3648)","(1356, 928, 2784, 2237)"
9791,"(3307, 2867, 4354, 3648)","(3355, 2867, 4163, 3648)"
9792,"(0, 920, 2887, 4583)","(658, 943, 1919, 2474)"
9793,"(349, 2299, 2228, 4480)","(611, 2268, 1642, 3076)"
9794,"(111, 975, 3521, 5058)","(1197, 983, 2546, 2418)"
9795,"(1126, 2577, 2792, 4931)","(1507, 2616, 2443, 3504)"
9796,"(0, 999, 3275, 4741)","(1364, 1047, 2554, 2569)"
9797,"(833, 2347, 2569, 4622)","(1237, 2363, 2205, 3267)"
9798,"(0, 1253, 3259, 4638)","(1372, 1253, 2538, 2704)"
9799,"(952, 2521, 2569, 4559)","(1174, 2529, 2133, 3433)"
9800,"(0, 618, 3648, 5472)","(1340, 618, 2332, 1720)"
9801,"(0, 1237, 1840, 3718)","(587, 1237, 1237, 1895)"
9802,"(1610, 1546, 3648, 5225)","(2419, 1570, 3402, 2767)"
9803,"(143, 793, 1420, 3140)","(531, 809, 1182, 1491)"
9804,"(1634, 1165, 3648, 4741)","(1943, 1150, 2998, 2355)"
9805,"(0, 761, 1594, 2957)","(0, 825, 666, 1467)"
9806,"(1554, 1102, 3648, 4662)","(1610, 1110, 2704, 2283)"
9807,"(0, 1570, 1055, 2767)","(293, 1641, 777, 2204)"
9808,"(1079, 1086, 3648, 4773)","(1768, 1110, 2673, 2077)"
9809,"(559, 869, 2141, 2308)","(1416, 999, 1963, 1606)"
9810,"(2117, 547, 5472, 3648)","(3010, 607, 3985, 1820)"
9811,"(1297, 904, 2712, 2070)","(2058, 1059, 2569, 1642)"
9812,"(2462, 202, 5472, 3648)","(3283, 250, 4318, 1356)"
9813,"(773, 714, 2462, 1785)","(1915, 738, 2403, 1106)"
9814,"(809, 857, 4294, 3462)","(880, 904, 1796, 2034)"
9815,"(2569, 1285, 3902, 2284)","(2593, 1570, 3319, 2296)"
9816,"(650, 809, 3236, 4725)","(1015, 856, 1959, 1974)"
9817,"(309, 1324, 2117, 4805)","(841, 1364, 1872, 2458)"
9818,"(872, 1031, 2839, 4313)","(1721, 1047, 2823, 2053)"
9819,"(753, 856, 2546, 4559)","(1348, 872, 2427, 2014)"
9820,"(1086, 1292, 3648, 4963)","(2236, 1308, 3386, 2450)"
9821,"(0, 1245, 2078, 4495)","(1205, 1253, 2070, 1887)"
9822,"(975, 2069, 3648, 5472)","(2379, 2125, 3370, 3274)"
9823,"(1332, 745, 3299, 2997)",
9824,"(246, 1847, 2903, 5312)","(1602, 1927, 2562, 3116)"
9825,"(745, 690, 2696, 2291)",
9826,"(642, 1535, 4770, 3648)","(3771, 1547, 4639, 2546)"
9827,"(3200, 2558, 4616, 3648)",
9828,"(0, 238, 2308, 3648)","(1106, 214, 2201, 1761)"
9829,"(761, 1487, 4901, 3648)","(4033, 1618, 4842, 2808)"
9830,"(2117, 1963, 4723, 3498)","(4175, 1975, 4639, 2617)"
9831,"(0, 83, 2486, 3581)","(1320, 71, 2427, 1666)"
9832,"(1213, 1083, 4842, 3648)",
9833,"(3438, 1559, 4806, 3648)",
9834,"(0, 0, 2807, 3648)","(1511, 0, 2760, 1297)"
9835,"(2260, 464, 3248, 1642)","(2320, 476, 3117, 1333)"
9836,"(1713, 821, 4271, 3648)","(1701, 845, 2236, 1416)"
9837,"(1784, 357, 4294, 3557)","(3378, 357, 4187, 940)"
9838,"(1678, 0, 4320, 3648)","(3121, 470, 4200, 1462)"
9839,"(1380, 547, 4354, 3648)","(1915, 547, 2843, 1451)"
9840,"(1154, 1202, 2510, 3141)","(1368, 1237, 2403, 2177)"
9841,"(952, 964, 3188, 3141)","(987, 2249, 2141, 3105)"
